№;дата ;час;текст пов?домлень;м?тка;Pos1/Repos1;Автор/Group;Джерело;Мова;Like;Поширення;веб-адреса;;;;;;;;;;;;;
841;27.08.2024;23:33;Україна дотримується Конвенц?ї про заборону х?м?чної зброї, тому вс? под?бн? звинувачення абсурдн? та не мають н?чого сп?льного з реальн?стю.;1;;;;;;;https://espreso.tv/viyna-z-rosiyeyu-ukraina-mozhe-skoiti-zamakhi-z-khimrechovinami-na-chinovnikiv-novikh-regioniv-rf-feyki-roszmi-za-27-serpnya;;;;;;;;;;;;;
842;27.08.2024;23:33;Чергова спроба рос?ян зняти з себе в?дпов?дальн?сть за ракетний удар по об'єкту цив?льної ?нфраструктури, де перебувало мирне населення.;1;;;;;;;https://espreso.tv/viyna-z-rosiyeyu-ukraina-mozhe-skoiti-zamakhi-z-khimrechovinami-na-chinovnikiv-novikh-regioniv-rf-feyki-roszmi-za-27-serpnya;;;;;;;;;;;;;
843;10.07.2024;9:50;Рос?йськ? мед?а використали р?чницю ще одн?єї трагед?ї в Україн?, яка сталася через ракетний обстр?л Краматорська, для поширення 0у про ?л?кв?дац?ю групи американських найманц?в?. Пропагандисти стверджують, що наявн?сть серед фотограф?й загиблих чолов?ка у в?йськов?й форм? н?бито п?дтверджує заяву арм?ї РФ про те, що мета удару була в?йськовою ? лег?тимною.;1;;Артур Колдомасов;;;;;https://disinfo.detector.media/post/rik-tomu-rosiia-vdaryla-raketoiu-po-kafe-v-kramatorsku-shchob-nibyto-likviduvaty-hrupu-amerykanskykh-naimantsiv;;;;;;;;;;;;;
844;25.06.2024;10:16;Пропагандисти поширюють у соцмережах зображення, яке н?бито доводить, що українська мова є ?д?алектом? рос?йської. У цьому вони посилаються на р?зн? орган?зац?ї, згадуючи ?р?шення ООН? та ?нш? ?документи?. Вони також згадують статтю на рос?йськ?й платформ? Дзен на цю ж тему. Вт?м це - ман?пуляц?я.;1;;Артур Колдомасов;;;;;https://disinfo.detector.media/post/oon-nibyto-vyznala-ukrainsku-dialektom-rosiiskoi;;;;;;;;;;;;;
845;07.06.2024;20:00;У випуску розглядаємо рос?йський 0 щодо української ППО, яка н?бито становить небезпеку для р?дк?сного виду птах?в ? орлана-б?лохвоста. ППО начебто помилково плутає їх з ворожими безп?лотниками та ?збиває?. ;1;;Вадим М?ський;;;;;https://detector.media/russkiy-feyk-idi-nah-i/article/228006/2024-06-07-ukrainska-ppo-zbyvaie-ridkisnykh-orliv-plutayuchy-ikh-z-dronamy-feyky-za-7-chervnya/;;;;;;;;;;;;;
846;21.08.2024;;П?сля того, як Верховна рада України ухвалила законопроєкт №8371 про регулювання д?яльност? рел?г?йних орган?зац?й, що мають кер?вний центр у Рос?ї, кремл?вський аг?тпроп активно розповсюджує дез?нформац?ю про те, що в Україн? н?бито ?заборонили православ?я?.;1;;;;;;;https://www.stopfake.org/uk/fejk-v-ukrayini-zaboronili-pravoslav-ya/;;;;;;;;;;;;;
847;21.08.2024;15:29;Кремл?вськ? Telegram-канали поширюють 0 про смерть журнал?стки Bild Жанни Плауманн п?сля публ?кац?ї її матер?алу про українську операц?ю в Курськ?й област?. Про це пов?домила фактчек?нгова орган?зац?я StopFake.;1;;Валер?я Буняк;;;;;https://detector.media/infospace/article/231142/2024-08-21-kremlivski-telegram-kanaly-poshyryly-feyk-pro-smert-zhurnalistky-bild-pislya-ii-statti-pro-sytuatsiyu-na-kurshchyni-stopfake/;;;;;;;;;;;;;
848;23.08.2024;23:46;Абсурдний 0, який спрямований на дискредитац?ю України на м?жнародн?й арен?. Україна неухильно дотримується вимог м?жнародного режиму ядерної безпеки. Водночас саме РФ є країною, яка використовує ядерний шантаж для досягнення своїх ц?лей.;1;;Влад Д?дусь;;;;;https://espreso.tv/viyna-z-rosiyeyu-ukraina-praktikue-kilimovi-bombarduvannya-rosiyski-feyki-i-manipulyatsii-za-23-serpnya;;;;;;;;;;;;;
849;23.08.2024;23:46;"Чергова приречена на провал спроба нав'язати українським в?йськовим образ ""нацист?в"". Українськ? в?йськов? знищують виключно в?йськов? ц?л?. Водночас саме рос?йськ? терористи хаотично обстр?люють мирне населення, житлов? будинки, школи, л?карн? тощо.";1;;Влад Д?дусь;;;;;https://espreso.tv/viyna-z-rosiyeyu-ukraina-praktikue-kilimovi-bombarduvannya-rosiyski-feyki-i-manipulyatsii-za-23-serpnya;;;;;;;;;;;;;
850;23.08.2024;;Более того, FT подчеркивает, что, несмотря на успехи ВСУ в Курской области, президент Украины Владимир Зеленский и командующий Вооруженными силами Александр Сырский заверили, что восточный фронт так же важен, как и Курское наступление.;1;;;;;;;https://www.stopfake.org/ru/manipulyatsiya-oborona-vsu-v-donetskoj-oblasti-ostalas-bez-snaryadov-i-soldat-posle-nastupleniya-na-kurshhinu-the-financial-times/;;;;;;;;;;;;;
851;20.09.2024;22:37;Абсурдна та брехлива заява Лаврова св?дчить, що рос?йська влада взагал? в?д?рвана в?д реальност? та живе у своїй парадигм?. Увесь св?т знає, що Рос?я - це окупант ? загарбник.;;;Влад Д?дусь;;;;;https://espreso.tv/viyna-z-rosiyeyu-lavrov-kazhe-shcho-rosiya-nikoli-ne-khotila-chuzhoi-zemli-feyki-rospropagandi-za-10-veresnya;;;;;;;;;;;;;
852;20.09.2024;22:37;Українськ? в?йськов? суворо дотримуються ус?х гуман?тарних конвенц?й, а українська влада прагне зак?нчити в?йну. Ця та ?нш? под?бн? заяви мають на мет? демон?зувати ЗСУ та звинуватити Україну в ескалац?ї. ;1;;Влад Д?дусь;;;;;https://espreso.tv/viyna-z-rosiyeyu-lavrov-kazhe-shcho-rosiya-nikoli-ne-khotila-chuzhoi-zemli-feyki-rospropagandi-za-10-veresnya;;;;;;;;;;;;;
853;20.08.2024;22:53;"Пропаганда намагається п?дживлювати вороже ставлення до ?ноземних держав, особливо зах?дних країн, поширюючи наратив про буц?мто ""пряму участь"" їхн?х громадян - ""?ноземних найманц?в"" - у в?йн?. У такий спос?б рос?яни намагаються ви1ти свою в?йськову агрес?ю ? перекласти в?дпов?дальн?сть на ?нш? країни. ";1;;Влад Д?дусь;;;;;https://espreso.tv/viyna-z-rosiyeyu-na-kurshchini-zsu-rozstrilyali-dvokh-lyudey-yaki-evakuyovuvalisya-vplav-cherez-richku-feyki-roszmi-za-20-serpnya;;;;;;;;;;;;;
